state,municipality,address,banner,posted,type,region,group,link
NY,Manhattan,675 6th Ave,Trader Joe's,7/7/2020,Snapshot,NYC,SOUTHERN MANHATTAN,https://www.marketreportblog.com/2020/07/snapshot-trader-joes-chelsea-manhattan.html
NY,Manhattan,765 6th Ave,Sunac Fancy Food,7/9/2020,Snapshot,NYC,SOUTHERN MANHATTAN,https://independent.marketreportblog.com/2020/07/snapshot-sunac-fancy-food-chelsea.html
NY,Manhattan,250 7th Ave,Whole Foods Market,7/10/2020,Tour,NYC,SOUTHERN MANHATTAN,https://www.marketreportblog.com/2020/07/tour-whole-foods-market-chelsea.html
NY,Manhattan,258 7th Ave,WFM Daily Shop,7/11/2020,Look Inside,NYC,SOUTHERN MANHATTAN,https://www.marketreportblog.com/2020/07/look-inside-wfm-daily-shop-chelsea.html
NY,Manhattan,966 1st Ave,D'Agostino,7/12/2020,Look Inside,NYC,SOUTHERN MANHATTAN,https://www.marketreportblog.com/2020/07/look-inside-dagostino-lenox-hill-south.html
NY,Manhattan,2135 Broadway,Citarella Gourmet Market,7/13/2020,Look Inside,NYC,SOUTHERN MANHATTAN,https://independent.marketreportblog.com/2020/07/look-inside-citarella-gourmet-market.html
NY,Manhattan,1588 Madison Ave,Associated Supermarkets,7/15/2020,Tour,NYC,HARLEM - WASHINGTON HEIGHTS,https://www.marketreportblog.com/2020/07/tour-associated-fresh-market-east.html
NY,Manhattan,1630 Madison Ave,Sami Deli & Halal Market,7/16/2020,Snapshot,NYC,HARLEM - WASHINGTON HEIGHTS,https://independent.marketreportblog.com/2020/07/snapshot-sami-deli-halal-market-east.html
NY,Manhattan,1660 Madison Ave,NYC Fresh Market,7/17/2020,Tour,NYC,HARLEM - WASHINGTON HEIGHTS,https://independent.marketreportblog.com/2020/07/tour-nyc-fresh-market-east-harlem.html
NY,Manhattan,2110 Adam Clayton Powell Jr Blvd,Shop Fair Supermarkets,7/18/2020,Snapshot,NYC,HARLEM - WASHINGTON HEIGHTS,https://www.marketreportblog.com/2020/07/snapshot-shop-fair-supermarkets-harlem.html
NY,Manhattan,3320 Broadway,CTown Supermarkets,7/19/2020,Snapshot,NYC,HARLEM - WASHINGTON HEIGHTS,https://www.marketreportblog.com/2020/07/snapshot-ctown-supermarkets-135thharlem.html
NY,Manhattan,2444 Adam Clayton Powell Jr Blvd,Associated Supermarkets,7/20/2020,Snapshot,NYC,HARLEM - WASHINGTON HEIGHTS,https://www.marketreportblog.com/2020/07/snapshot-associated-fresh-market-harlem.html
NY,Manhattan,2497 Adam Clayton Powell Jr Blvd,Fine Fare Supermarkets,7/21/2020,Snapshot,NYC,HARLEM - WASHINGTON HEIGHTS,https://www.marketreportblog.com/2020/07/snapshot-fine-fare-supermarkets.html
NY,Manhattan,3550 Broadway,Key Food Supermarkets,7/22/2020,Snapshot,NYC,HARLEM - WASHINGTON HEIGHTS,https://www.marketreportblog.com/2020/07/snapshot-key-food-supermarkets.html
NY,Manhattan,3632 Broadway,CTown Supermarkets,7/23/2020,Snapshot,NYC,HARLEM - WASHINGTON HEIGHTS,https://www.marketreportblog.com/2020/07/snapshot-ctown-supermarkets-150thharlem.html
NY,Manhattan,159-04 Harlem River Dr,Shop Fair Supermarkets,7/24/2020,Snapshot,NYC,HARLEM - WASHINGTON HEIGHTS,https://www.marketreportblog.com/2020/07/snapshot-shop-fair-supermarkets.html
NY,Manhattan,4138 Broadway,Bravo Supermarkets,7/25/2020,Snapshot,NYC,HARLEM - WASHINGTON HEIGHTS,https://www.marketreportblog.com/2020/07/snapshot-bravo-supermarkets.html
NY,Bronx,156 W 170th St,Bravo Supermarkets,7/27/2020,Snapshot,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/07/snapshot-bravo-supermarkets-highbridge.html
NY,Bronx,1136 Ogden Ave,Fine Fare Supermarkets,7/28/2020,Tour,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/07/tour-fine-fare-supermarkets-highbridge.html
NY,Bronx,1150 Woodycrest Ave,Pioneer Supermarkets,7/29/2020,Snapshot,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/07/snapshot-pioneer-supermarkets.html
NY,Bronx,610 Exterior St,Food Bazaar Supermarket,7/30/2020,Tour,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/07/tour-food-bazaar-supermarket-bronx.html
NY,Bronx,1040 Sherman Ave,CTown Supermarkets,7/31/2020,Snapshot,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/07/snapshot-ctown-supermarkets-melrose.html
NY,Bronx,445 E 163rd St,Food Bazaar Supermarket,8/1/2020,Tour,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/08/tour-food-bazaar-supermarket-melrose.html
NJ,Hopelawn,95 New Brunswick Ave,SuperFresh,8/1/2020,Look Inside,Central NJ,,https://www.marketreportblog.com/2020/08/special-report-superfresh-hopelawn-nj.html
NY,Bronx,3100 3rd Ave,Foodtown,8/2/2020,Snapshot,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/08/snapshot-foodtown-melrose-bronx-ny.html
NY,Bronx,459 E 149th St,Fine Fare Supermarkets,8/3/2020,Tour,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/08/tour-fine-fare-supermarkets.html
NY,Bronx,654 Westchester Ave,654 Green Mart,8/4/2020,Snapshot,NYC,SOUTH BRONX,https://independent.marketreportblog.com/2020/08/snapshot-654-green-mart-longwood-bronx.html
NY,Bronx,745 Westchester Ave,Golden Apple Tree Supermarket,8/5/2020,Snapshot,NYC,SOUTH BRONX,https://independent.marketreportblog.com/2020/08/snapshot-golden-apple-tree-supermarket.html
NY,Bronx,745 Westchester Ave,Bravo Supermarkets,8/6/2020,Snapshot,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/08/snapshot-bravo-supermarkets-longwood.html
NY,Bronx,795 Prospect Ave,Real Supermarket,8/7/2020,Snapshot,NYC,SOUTH BRONX,https://independent.marketreportblog.com/2020/08/snapshot-real-supermarket-longwood.html
NY,Bronx,950 Westchester Ave,Fine Fare Supermarkets,8/8/2020,Snapshot,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/08/snapshot-fine-fare-supermarkets.html
NY,Bronx,1025 Westchester Ave,Antillana Fresh Meat Market,8/9/2020,Snapshot,NYC,SOUTH BRONX,https://independent.marketreportblog.com/2020/08/snapshot-antillana-fresh-meat-market.html
NY,Bronx,1050 Westchester Ave,Key Food Supermarkets,8/10/2020,Snapshot,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/08/snapshot-key-food-supermarkets-longwood.html
NY,Bronx,1585 Westchester Ave,Associated Supermarkets,8/11/2020,Snapshot,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/08/snapshot-associated-supermarkets.html
NY,Bronx,1221 Fteley Ave,Fine Fare Supermarkets,8/12/2020,Tour,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/08/tour-fine-fare-supermarkets-soundview.html
NY,Bronx,1851 Bruckner Blvd,Western Beef Supermarket,8/13/2020,Tour,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/08/tour-western-beef-supermarket-soundview.html
NY,Bronx,656 Castle Hill Ave,Key Food Supermarkets,8/14/2020,Tour,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/08/tour-key-food-supermarkets-castle-hill.html
NY,Brooklyn,480 Van Brunt St,Food Bazaar Supermarket,8/15/2020,Tour,NYC,,https://www.marketreportblog.com/2020/08/special-report-food-bazaar-red-hook.html
NY,Bronx,2300 Randall Ave,Golden Mango Supermarkets,8/15/2020,Tour,NYC,SOUTH BRONX,https://independent.marketreportblog.com/2020/08/tour-golden-mango-supermarket-castle.html
NY,Bronx,3680 E Tremont Ave,Fine Fare Supermarkets,8/16/2020,Tour,NYC,SOUTH BRONX,https://www.marketreportblog.com/2020/08/tour-fine-fare-supermarkets-throggs.html
NY,Bronx,2228 White Plains Rd,Community Green Market,8/18/2020,Snapshot,NYC,WHITE PLAINS ROAD,https://independent.marketreportblog.com/2020/08/snapshot-community-green-market.html
NY,Bronx,3035 White Plains Rd,Pioneer Supermarkets,8/19/2020,Look Inside,NYC,WHITE PLAINS ROAD,https://www.marketreportblog.com/2020/08/tour-pioneer-supermarkets.html
NY,Bronx,3315 White Plains Rd,Fine Fare Supermarkets,8/20/2020,Look Inside,NYC,WHITE PLAINS ROAD,https://www.marketreportblog.com/2020/08/look-inside-fine-fare-supermarkets.html
NY,Bronx,3550 White Plains Rd,Fine Fare Supermarkets,8/21/2020,Snapshot,NYC,WHITE PLAINS ROAD,https://www.marketreportblog.com/2020/08/snapshot-fine-fare-supermarkets_21.html
NY,Bronx,3734 White Plains Rd,Foodtown,8/22/2020,Snapshot,NYC,WHITE PLAINS ROAD,https://www.marketreportblog.com/2020/08/snapshot-foodtown-olinville-bronx-ny.html
NY,Bronx,3942 White Plains Rd,Food Universe Marketplace,8/23/2020,Snapshot,NYC,WHITE PLAINS ROAD,https://www.marketreportblog.com/2020/08/snapshot-food-universe-marketplace.html
NY,Bronx,4171 White Plains Rd,Bonavita Market Key Food,8/24/2020,Snapshot,NYC,WHITE PLAINS ROAD,https://www.marketreportblog.com/2020/08/snapshot-bonavita-market-key-food.html
NY,Bronx,4332 White Plains Rd,Foodtown,8/25/2020,Look Inside,NYC,WHITE PLAINS ROAD,https://www.marketreportblog.com/2020/08/look-inside-foodtown-wakefield-bronx-ny.html
NY,Bronx,3151 Westchester Ave,Bonavita Market Key Food,8/27/2020,Tour,NYC,NORTHEASTERN BRONX - NEW ROCHELLE,https://www.marketreportblog.com/2020/08/tour-bonavita-market-key-food-pelham.html
NY,Bronx,2061 Bartow Ave,Food Universe Marketplace,8/28/2020,Tour,NYC,NORTHEASTERN BRONX - NEW ROCHELLE,https://www.marketreportblog.com/2020/08/tour-food-universe-marketplace.html
NY,Bronx,4008 Boston Rd,CTown Supermarkets,8/29/2020,Tour,NYC,NORTHEASTERN BRONX - NEW ROCHELLE,https://www.marketreportblog.com/2020/08/tour-ctown-supermarkets-eastchester.html
NY,Bronx,4018 Boston Rd,SY Grace Caribbean Supermarket,8/30/2020,Look Inside,NYC,NORTHEASTERN BRONX - NEW ROCHELLE,https://independent.marketreportblog.com/2020/08/tour-sy-grace-caribbean-supermarket.html
NY,Pelham,4779 Boston Post Rd,Manor Market,8/31/2020,Tour,ROCKLAND / WESTCHESTER,NORTHEASTERN BRONX - NEW ROCHELLE,https://independent.marketreportblog.com/2020/08/tour-manor-market-pelham-ny.html
NY,New Rochelle,430 Pelham Rd,Foodtown,9/1/2020,Tour,ROCKLAND / WESTCHESTER,NORTHEASTERN BRONX - NEW ROCHELLE,https://www.marketreportblog.com/2020/09/tour-foodtown-new-rochelle-ny.html
NY,New Rochelle,465 North Ave,New Rochelle Farms,9/2/2020,Tour,ROCKLAND / WESTCHESTER,NORTHEASTERN BRONX - NEW ROCHELLE,https://independent.marketreportblog.com/2020/09/tour-new-rochelle-farms-new-rochelle-ny.html
NY,Bronx,21b Knolls Crescent,Former Supermarket,9/4/2020,Snapshot,NYC,SPUYTEN DUYVIL - RIVERDALE - YONKERS,http://groceryarchaeology.marketreportblog.com/2020/09/21b-knolls-crescent-bronx-ny.html
NY,Bronx,19 Knolls Crescent,Ben's Market,9/5/2020,Tour,NYC,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://independent.marketreportblog.com/2020/09/tour-bens-market-spuyten-duyvil-bronx-ny.html
NY,Bronx,9 Knolls Crescent,Fresh King Market,9/6/2020,Look Inside,NYC,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://independent.marketreportblog.com/2020/09/look-inside-fresh-king-market-spuyten.html
NY,Bronx,5661 Riverdale Ave,Key Food Supermarkets,9/7/2020,Look Inside,NYC,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://www.marketreportblog.com/2020/09/tour-key-food-riverdale-north-bronx-ny.html
NY,Bronx,5683 Riverdale Ave,Riverdale Kosher Market,9/8/2020,Snapshot,NYC,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://independent.marketreportblog.com/2020/09/snapshot-riverdale-kosher-market.html
NY,Yonkers,660 McLean Ave,ACME Markets,9/9/2020,Snapshot,ROCKLAND / WESTCHESTER,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://www.marketreportblog.com/2020/09/snapshot-acme-markets-yonkers-ny.html
NY,Yonkers,230 S Broadway,Ideal Food Basket,9/10/2020,Tour,ROCKLAND / WESTCHESTER,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://www.marketreportblog.com/2020/09/tour-ideal-food-basket-yonkers-west-ny.html
NY,Yonkers,51 Riverdale Ave,Juan Supermarket,9/11/2020,Snapshot,ROCKLAND / WESTCHESTER,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://independent.marketreportblog.com/2020/09/snapshot-juan-supermarket-getty-square.html
NY,Yonkers,25-43 Prospect St,ShopRite,9/12/2020,Snapshot,ROCKLAND / WESTCHESTER,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://www.marketreportblog.com/2020/09/snapshot-shoprite-getty-square-yonkers.html
NY,Yonkers,116 New Main St,Shop Fair Supermarkets,9/13/2020,Tour,ROCKLAND / WESTCHESTER,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://www.marketreportblog.com/2020/09/tour-shop-fair-supermarkets-getty.html
NY,Yonkers,125 New Main St,Compare Foods (former),9/14/2020,Snapshot,ROCKLAND / WESTCHESTER,SPUYTEN DUYVIL - RIVERDALE - YONKERS,http://groceryarchaeology.marketreportblog.com/2020/09/125-new-main-st-yonkers-ny.html
NY,Yonkers,129 New Main St,Williams Farm,9/15/2020,Snapshot,ROCKLAND / WESTCHESTER,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://independent.marketreportblog.com/2020/09/snapshot-williams-farm-getty-square.html
NY,Yonkers,354 Nepperhan Ave,Shop Smart Food Market,9/16/2020,Snapshot,ROCKLAND / WESTCHESTER,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://independent.marketreportblog.com/2020/09/snapshot-shop-smart-food-market-yonkers.html
NY,Yonkers,772 Palisade Ave,Foodtown,9/17/2020,Tour,ROCKLAND / WESTCHESTER,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://www.marketreportblog.com/2020/09/tour-foodtown-express-yonkers-ny.html
NY,Yonkers,1233 Nepperhan Ave,Key Food Supermarkets,9/18/2020,Tour,ROCKLAND / WESTCHESTER,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://www.marketreportblog.com/2020/09/tour-key-food-marketplace-yonkers-ny.html
NY,Yonkers,146 Lockwood Ave,Bryn Mawr Market,9/19/2020,Tour,ROCKLAND / WESTCHESTER,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://independent.marketreportblog.com/2020/09/tour-bryn-mawr-market-bryn-mawr-yonkers.html
NY,Yonkers,278 Tuckahoe Rd,ShopRite,9/20/2020,Snapshot,ROCKLAND / WESTCHESTER,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://www.marketreportblog.com/2020/09/snapshot-shoprite-yonkers-north-ny.html
NY,Yonkers,589 Tuckahoe Rd,A&P (former),9/21/2020,Snapshot,ROCKLAND / WESTCHESTER,SPUYTEN DUYVIL - RIVERDALE - YONKERS,http://groceryarchaeology.marketreportblog.com/2020/09/589-tuckahoe-rd-yonkers-ny.html
NY,Yonkers,1789 Central Park Ave,Hmart,9/22/2020,Tour,ROCKLAND / WESTCHESTER,SPUYTEN DUYVIL - RIVERDALE - YONKERS,https://www.marketreportblog.com/2020/09/tour-hmart-yonkers-ny.html
NY,Eastchester,344 White Plains Rd,Country Markets,9/24/2020,Tour,ROCKLAND / WESTCHESTER,CENTRAL WESTCHESTER,https://independent.marketreportblog.com/2020/09/tour-country-markets-eastchester-ny.html
NY,Eastchester,420 White Plains Rd,Stop & Shop,9/25/2020,Snapshot,ROCKLAND / WESTCHESTER,CENTRAL WESTCHESTER,https://www.marketreportblog.com/2020/09/snapshot-stop-shop-eastchester-ny.html
NY,Scarsdale,1104 Wilmot Rd,Seasons,9/26/2020,Tour,ROCKLAND / WESTCHESTER,CENTRAL WESTCHESTER,https://www.marketreportblog.com/2020/09/tour-seasons-supermarket-scarsdale-ny.html
NY,Scarsdale,15 Palmer Ave,Balducci's Food Lover's Market,9/27/2020,Tour,ROCKLAND / WESTCHESTER,CENTRAL WESTCHESTER,https://www.marketreportblog.com/2020/09/tour-balduccis-food-lovers-market.html
NY,White Plains,134 S Lexington Ave,Met Fresh Supermarket,9/28/2020,Tour,ROCKLAND / WESTCHESTER,CENTRAL WESTCHESTER,https://www.marketreportblog.com/2020/09/tour-met-fresh-supermarket-white-plains.html
NY,White Plains,37 Tarrytown Rd,Apple Farm,9/29/2020,Look Inside,ROCKLAND / WESTCHESTER,CENTRAL WESTCHESTER,https://independent.marketreportblog.com/2020/09/tour-apple-farm-white-plains-ny.html
NY,White Plains,530 Tarrytown Rd,Tropical Farm,9/30/2020,Snapshot,ROCKLAND / WESTCHESTER,CENTRAL WESTCHESTER,https://independent.marketreportblog.com/2020/09/snapshot-tropical-farm-white-plains-ny.html
NY,Ardsley,21 Center St,DeCicco & Sons,10/1/2020,Tour,ROCKLAND / WESTCHESTER,CENTRAL WESTCHESTER,https://www.marketreportblog.com/2020/10/tour-decicco-sons-ardsley-ny.html
NY,Hastings-on-Hudson,87 Main St,Foodtown,10/2/2020,Tour,ROCKLAND / WESTCHESTER,CENTRAL WESTCHESTER,https://www.marketreportblog.com/2020/10/tour-foodtown-hastings-on-hudson-ny.html
NY,Thornwood,960 Broadway,ShopRite,10/4/2020,Tour,ROCKLAND / WESTCHESTER,NORTHERN WESTCHESTER & PUTNAM,https://www.marketreportblog.com/2020/10/tour-shoprite-thornwood-ny.html
NY,Pleasantville,35 Pleasantville Rd,Key Food Marketplace,10/5/2020,Tour,ROCKLAND / WESTCHESTER,NORTHERN WESTCHESTER & PUTNAM,https://www.marketreportblog.com/2020/10/tour-key-food-marketplace-pleasantville.html
NY,Briarcliff Manor,97 N State Rd,Green's Natural Market,10/6/2020,Look Inside,ROCKLAND / WESTCHESTER,NORTHERN WESTCHESTER & PUTNAM,https://independent.marketreportblog.com/2020/10/look-inside-greens-natural-foods.html
NY,Briarcliff Manor,1886 Pleasantville Rd,ACME Markets,10/7/2020,Snapshot,ROCKLAND / WESTCHESTER,NORTHERN WESTCHESTER & PUTNAM,https://www.marketreportblog.com/2020/10/snapshot-acme-markets-briarcliff-manor.html
NY,Ossining,88 Croton Ave,CTown Supermarkets,10/8/2020,Tour,ROCKLAND / WESTCHESTER,NORTHERN WESTCHESTER & PUTNAM,https://www.marketreportblog.com/2020/10/tour-ctown-supermarkets-ossining-ny.html
NY,Croton-on-Hudson,2005 Albany Post Rd,Super Foodtown,10/9/2020,Tour,ROCKLAND / WESTCHESTER,NORTHERN WESTCHESTER & PUTNAM,https://www.marketreportblog.com/2020/10/tour-foodtown-croton-on-hudson-ny.html
NY,Peekskill,1049 Park St,CTown Supermarkets,10/10/2020,Revisit,HUDSON VALLEY,NORTHERN WESTCHESTER & PUTNAM,https://www.marketreportblog.com/2020/10/update-ctown-supermarkets-peekskill-ny.html
NY,Peekskill,1838 E Main St,Stop & Shop,10/11/2020,Snapshot,HUDSON VALLEY,NORTHERN WESTCHESTER & PUTNAM,https://www.marketreportblog.com/2020/10/snapshot-stop-shop-peekskill-ny.html
NY,Mohegan Lake,3140 E Main St,ShopRite,10/12/2020,Tour,HUDSON VALLEY,NORTHERN WESTCHESTER & PUTNAM,https://www.marketreportblog.com/2020/10/tour-shoprite-mohegan-lake-ny.html
NY,Shrub Oak,1366 E Main St,ACME Markets,10/13/2020,Tour,HUDSON VALLEY,NORTHERN WESTCHESTER & PUTNAM,https://www.marketreportblog.com/2020/10/tour-acme-markets-shrub-oak-ny.html
NY,Jefferson Valley,3651 Lee Rd,DeCicco Family Markets,10/14/2020,Snapshot,HUDSON VALLEY,NORTHERN WESTCHESTER & PUTNAM,https://www.marketreportblog.com/2020/10/snapshot-decicco-family-markets.html
NY,Mahopac Falls,575 NY-6N,Red Mills Market,10/15/2020,Tour,HUDSON VALLEY,NORTHERN WESTCHESTER & PUTNAM,https://independent.marketreportblog.com/2020/10/tour-red-mills-market-mahopac-falls-ny.html
NY,Mahopac,1001 US-6,Stop & Shop,10/16/2020,Tour,HUDSON VALLEY,NORTHERN WESTCHESTER & PUTNAM,https://www.marketreportblog.com/2020/10/tour-stop-shop-mahopac-ny.html
NY,Carmel,1844 US-6,Grand Union (former),10/17/2020,Snapshot,HUDSON VALLEY,NORTHERN WESTCHESTER & PUTNAM,http://groceryarchaeology.marketreportblog.com/2020/10/1844-us-6-carmel-ny.html
NY,Carmel,1936 US-6,Tops Friendly Markets,10/18/2020,Tour,HUDSON VALLEY,NORTHERN WESTCHESTER & PUTNAM,https://www.marketreportblog.com/2020/10/tour-tops-friendly-markets-carmel-ny.html
NY,Brewster,50 Independent Way,DeCicco & Sons,10/19/2020,Tour,HUDSON VALLEY,NORTHERN WESTCHESTER & PUTNAM,https://www.marketreportblog.com/2020/10/tour-decicco-sons-brewster-ny.html
NY,Brewster,570 N Main St,Kobacker's Market,10/20/2020,Tour,HUDSON VALLEY,NORTHERN WESTCHESTER & PUTNAM,https://independent.marketreportblog.com/2020/10/tour-kobackers-market-brewster-ny.html
CT,Danbury,1 Padanaram Rd,ShopRite,10/22/2020,Tour,CONNECTICUT,CONNECTICUT,https://www.marketreportblog.com/2020/10/tour-shoprite-danbury-ct.html
CT,Danbury,45 North St,CTown Supermarkets,10/23/2020,Tour,CONNECTICUT,CONNECTICUT,https://www.marketreportblog.com/2020/10/tour-ctown-supermarkets-danbury-ct.html
CT,Bethel,98 Greenwood Ave,Caraluzzi's Market,10/24/2020,Tour,CONNECTICUT,CONNECTICUT,https://independent.marketreportblog.com/2020/10/tour-caraluzzis-market-bethel-ct.html
CT,West Hartford,772 N Main St,Big Y World Class Market,10/25/2020,Snapshot,CONNECTICUT,CONNECTICUT,https://www.marketreportblog.com/2020/10/snapshot-big-y-world-class-market-west.html
CT,Hartford,1744 Park St,CTown Supermarkets,10/25/2020,Look Inside,CONNECTICUT,CONNECTICUT,https://www.marketreportblog.com/2020/10/look-inside-ctown-supermarkets.html
CT,Hartford,1250 Park St,Save-A-Lot (former),10/25/2020,Snapshot,CONNECTICUT,CONNECTICUT,http://groceryarchaeology.marketreportblog.com/2020/10/1250-park-st-hartford-ct.html
CT,Wethersfield,160 Silas Deane Hwy,Price Rite Marketplace,10/26/2020,Look Inside,CONNECTICUT,CONNECTICUT,https://www.marketreportblog.com/2020/10/look-inside-price-rite-marketplace.html
CT,East Hartford,31 Main St,ShopRite,10/26/2020,Look Inside,CONNECTICUT,CONNECTICUT,https://www.marketreportblog.com/2020/10/look-inside-shoprite-east-hartford-ct.html
CT,Manchester,214 Spencer St,ShopRite,10/26/2020,Snapshot,CONNECTICUT,CONNECTICUT,https://www.marketreportblog.com/2020/10/snapshot-shoprite-manchester-ct.html
CT,Milford,935 Boston Post Rd,ShopRite,10/27/2020,Tour,CONNECTICUT,CONNECTICUT,https://www.marketreportblog.com/2020/10/tour-shoprite-milford-ct.html
CT,Stratford,360 Boston Ave,CTown Supermarkets,10/28/2020,Tour,CONNECTICUT,CONNECTICUT,https://www.marketreportblog.com/2020/10/tour-ctown-supermarkets-stratford-ct.html
CT,Bridgeport,345 Huntington Tpk,Farmers Market by Food Bazaar Supermarket,10/29/2020,Look Inside,CONNECTICUT,CONNECTICUT,https://www.marketreportblog.com/2020/10/tour-farmers-market-by-food-bazaar.html
CT,Bridgeport,1050 E Main St,Gala Foods Supermarket,10/30/2020,Tour,CONNECTICUT,CONNECTICUT,https://www.marketreportblog.com/2020/10/tour-gala-foods-supermarket-east-side.html
CT,Bridgeport,2251 Main St,Key Food Supermarkets,10/31/2020,Tour,CONNECTICUT,CONNECTICUT,https://www.marketreportblog.com/2020/10/tour-key-food-supermarkets-bridgeport-ct.html
CT,Bridgeport,2298 Main St,International Farmers Market,11/1/2020,Look Inside,CONNECTICUT,CONNECTICUT,https://independent.marketreportblog.com/2020/11/look-inside-international-farmers.html
